Agent ID,Agent Class,Trade Behavior,Active,Total Wealth,AdriaticPottery,AegeanPottery,NAPottery,GallicPottery,EgyptianPottery,BaeticanPottery,TarrPottery,IberianPottery,ItalianPottery,EMPottery
1,Adria,conservative_trade,False,0.19200000000001144,1.5,1.5,2.6,1.4,1.4,1.7,1.6,1.9,1.2,1.7
2,Adria,random_trade,False,0.32025000000002485,2.0,1.9,4.1,1.9,3.5,1.8,2.3,2.7,2.9,2.2
3,Adria,conservative_trade,False,0.1970000000000025,1.3,1.4,0.8,1.5,2.0,2.0,1.8,1.9,1.6,1.2
4,Adria,aggressive_trade,False,0.47468749999991955,5.375,5.375,5.625,4.75,3.25,4.125,5.375,5.0,5.125,4.625
4,Adria,aggressive_trade,True,84.16250000000042,6.0,6.0,9.0,8.5,7.5,5.5,5.5,5.5,6.5,3.5
5,Adria,aggressive_trade,False,0.3392857142859102,4.428571428571429,7.0,3.4285714285714284,6.428571428571429,4.0,5.285714285714286,6.428571428571429,5.857142857142857,4.142857142857143,5.285714285714286
5,Adria,aggressive_trade,True,105.72583333333314,3.3333333333333335,5.0,5.666666666666667,4.333333333333333,8.0,4.333333333333333,9.0,10.333333333333334,6.666666666666667,4.666666666666667
6,Adria,aggressive_trade,False,0.5599999999995854,6.333333333333333,6.0,6.833333333333333,4.666666666666667,5.0,6.833333333333333,3.6666666666666665,5.333333333333333,5.166666666666667,6.0
6,Adria,aggressive_trade,True,378.11437500000005,5.75,6.0,4.0,7.75,7.25,6.5,6.0,6.25,5.25,8.0
7,Adria,random_trade,False,0.2925000000000434,2.0,2.7,3.4,2.2,2.6,1.6,3.9,1.8,2.4,3.4
8,Adria,aggressive_trade,False,0.366071428571123,4.285714285714286,4.0,5.0,3.4285714285714284,5.0,6.0,7.285714285714286,4.428571428571429,5.285714285714286,5.285714285714286
8,Adria,aggressive_trade,True,133.36916666666573,5.333333333333333,7.333333333333333,6.666666666666667,6.0,5.666666666666667,4.666666666666667,5.0,6.0,8.666666666666666,5.666666666666667
9,Adria,random_trade,False,0.21575000000004793,3.0,2.7,3.0,2.9,2.1,3.8,3.5,1.8,2.6,2.9
10,Adria,aggressive_trade,False,0.6541666666662161,3.3333333333333335,5.666666666666667,4.333333333333333,6.333333333333333,4.333333333333333,6.0,5.333333333333333,5.666666666666667,6.0,5.0
10,Adria,aggressive_trade,True,124.34607142857162,6.285714285714286,6.285714285714286,7.0,4.714285714285714,7.142857142857143,6.142857142857143,5.571428571428571,5.142857142857143,6.285714285714286,6.285714285714286
11,Aegean,aggressive_trade,False,0.3062500000003201,7.0,3.5,5.75,2.5,7.75,6.5,3.5,6.25,3.0,6.0
11,Aegean,aggressive_trade,True,418.3512499999997,5.166666666666667,6.666666666666667,5.0,6.833333333333333,5.833333333333333,7.166666666666667,7.333333333333333,6.333333333333333,5.833333333333333,5.666666666666667
12,Aegean,random_trade,False,0.329000000000034,3.2,2.2,3.3,2.2,2.6,2.8,3.1,3.2,3.3,2.5
13,Aegean,random_trade,False,0.3160000000000462,3.7,2.0,3.2,3.0,2.8,2.8,2.7,3.2,2.3,2.3
14,Aegean,conservative_trade,False,0.149750000000004,1.3,1.1,1.6,1.5,2.0,1.3,2.4,1.3,1.4,1.8
15,Aegean,random_trade,False,0.27475000000007377,3.3,2.8,2.8,3.3,2.5,2.9,2.3,3.0,3.4,2.2
16,Aegean,aggressive_trade,False,0.8324999999984843,5.5,5.0,6.0,1.5,5.5,6.0,7.5,6.0,8.0,5.0
16,Aegean,aggressive_trade,True,498.10843749999964,6.0,6.375,6.25,6.875,7.5,6.125,6.875,5.25,6.0,6.75
17,Aegean,conservative_trade,False,0.18075000000004654,2.6,1.7,1.7,2.1,1.6,1.4,2.0,1.5,1.4,1.3
18,Aegean,conservative_trade,False,0.16500000000004117,2.2,2.3,1.8,1.4,1.3,0.8,1.1,1.5,1.7,1.8
19,Aegean,conservative_trade,False,0.1480000000000334,2.4,1.2,1.6,1.4,1.5,1.5,1.5,1.5,2.3,0.8
20,Aegean,aggressive_trade,False,0.5866666666668022,4.666666666666667,4.666666666666667,5.0,6.166666666666667,4.5,7.166666666666667,4.833333333333333,7.166666666666667,5.666666666666667,7.166666666666667
20,Aegean,aggressive_trade,True,582.4612500000002,6.0,4.0,5.75,7.75,6.0,6.5,7.0,6.25,5.75,6.25
21,Baetica,random_trade,False,0.21475000000009592,2.8,1.9,3.8,2.0,3.2,2.6,2.7,2.5,3.1,2.7
22,Baetica,aggressive_trade,False,0.36499999999922633,5.666666666666667,7.0,6.0,7.666666666666667,4.0,6.666666666666667,5.0,7.0,6.0,6.0
22,Baetica,aggressive_trade,True,416.62821428571397,6.571428571428571,6.428571428571429,7.428571428571429,6.285714285714286,8.0,5.571428571428571,3.4285714285714284,7.571428571428571,6.428571428571429,6.285714285714286
23,Baetica,conservative_trade,False,0.16799999999998588,1.3,2.0,2.4,1.4,2.3,1.9,2.2,1.3,1.1,1.8
24,Baetica,conservative_trade,False,0.17374999999997748,1.5,0.9,1.5,1.8,1.5,1.4,2.0,1.6,1.7,1.7
25,Baetica,random_trade,False,0.30925000000001684,3.4,2.9,2.6,2.2,2.5,3.2,2.1,3.0,2.8,3.8
26,Baetica,aggressive_trade,False,0.4506250000002936,6.5,6.5,5.5,7.5,3.25,7.75,5.0,6.75,5.25,4.0
26,Baetica,aggressive_trade,True,402.6979166666661,8.0,4.833333333333333,3.3333333333333335,6.833333333333333,6.0,8.333333333333334,9.5,5.333333333333333,5.5,5.833333333333333
27,Baetica,aggressive_trade,False,0.6556249999997927,5.5,7.25,6.0,5.75,5.25,5.0,5.75,4.5,6.0,6.75
27,Baetica,aggressive_trade,True,1021.8316666666665,7.833333333333333,7.666666666666667,8.0,4.666666666666667,6.666666666666667,6.166666666666667,6.333333333333333,8.166666666666666,7.833333333333333,4.333333333333333
28,Baetica,aggressive_trade,False,0.5500000000008356,1.0,6.0,7.0,5.0,10.0,7.0,7.0,5.0,4.0,5.0
28,Baetica,aggressive_trade,True,593.9102777777788,7.666666666666667,6.666666666666667,5.222222222222222,5.888888888888889,4.888888888888889,7.888888888888889,6.777777777777778,4.888888888888889,8.777777777777779,6.777777777777778
29,Baetica,aggressive_trade,False,0.7474999999994125,5.333333333333333,3.6666666666666665,4.666666666666667,5.0,7.333333333333333,5.0,7.333333333333333,6.666666666666667,6.666666666666667,5.333333333333333
29,Baetica,aggressive_trade,True,1007.7796428571431,6.571428571428571,4.428571428571429,7.714285714285714,7.428571428571429,5.285714285714286,6.571428571428571,6.0,5.285714285714286,8.0,8.285714285714286
30,Baetica,conservative_trade,False,0.17350000000000987,1.6,1.9,1.1,2.0,1.8,1.7,1.7,1.8,1.6,0.8
31,Eastern Mediterranean,aggressive_trade,True,1378.18525,5.6,7.3,7.5,6.2,6.7,7.0,7.7,6.1,6.3,6.6
32,Eastern Mediterranean,conservative_trade,False,0.17474999999998206,1.7,2.2,1.9,1.4,1.8,1.4,1.6,2.0,1.1,1.3
33,Eastern Mediterranean,conservative_trade,False,0.237000000000024,2.0,1.3,1.2,1.8,1.7,2.3,1.0,1.8,2.3,1.4
34,Eastern Mediterranean,conservative_trade,False,0.09700000000006576,2.0,2.3,2.3,1.4,1.2,0.9,2.2,1.9,1.3,1.0
35,Eastern Mediterranean,aggressive_trade,False,0.2300000000011266,2.0,4.0,9.0,2.0,12.0,4.0,5.0,7.0,5.0,7.0
35,Eastern Mediterranean,aggressive_trade,True,1023.0813888888889,7.555555555555555,8.444444444444445,8.333333333333334,7.333333333333333,6.888888888888889,6.111111111111111,5.666666666666667,6.333333333333333,5.0,5.555555555555555
36,Eastern Mediterranean,random_trade,False,0.28425000000001954,4.0,3.5,2.6,1.9,2.8,2.6,2.9,2.7,3.4,2.4
37,Eastern Mediterranean,random_trade,False,0.3710000000000412,2.6,3.1,3.3,2.4,2.5,3.9,3.1,3.1,2.7,2.4
38,Eastern Mediterranean,conservative_trade,False,0.17774999999999877,1.5,2.3,1.9,1.8,1.4,2.2,1.4,1.2,1.3,1.6
39,Eastern Mediterranean,random_trade,False,0.26125000000007825,2.5,2.5,3.4,2.5,2.8,2.7,3.4,2.6,3.5,3.8
40,Eastern Mediterranean,aggressive_trade,True,1201.7407500000004,6.3,6.8,7.1,7.2,7.8,6.4,6.3,6.6,6.5,6.8
41,Egypt,random_trade,False,0.296499999999994,3.2,2.5,3.2,2.9,3.6,3.6,3.4,2.6,3.1,2.5
42,Egypt,conservative_trade,False,0.21750000000003106,1.5,2.3,1.5,2.4,1.2,1.4,1.7,1.0,2.2,1.6
43,Egypt,conservative_trade,False,0.16174999999998158,1.7,1.3,1.7,2.0,2.0,1.7,1.2,1.7,1.7,1.7
44,Egypt,conservative_trade,False,0.17875000000002522,1.7,1.8,2.0,2.2,1.7,2.0,1.7,1.5,1.8,1.4
45,Egypt,conservative_trade,False,0.1747500000000253,1.6,1.8,1.7,2.1,2.3,1.5,2.0,0.9,1.9,1.2
46,Egypt,random_trade,False,0.32750000000004953,2.7,3.4,3.6,2.8,4.3,2.5,2.3,2.8,2.6,3.6
47,Egypt,conservative_trade,False,0.14525000000000943,2.2,1.9,1.1,1.5,1.5,1.9,1.6,2.0,1.3,1.3
48,Egypt,random_trade,False,0.34700000000007664,2.5,3.0,2.8,2.0,4.0,2.9,3.4,2.5,3.6,3.1
49,Egypt,aggressive_trade,True,1044.8292499999993,7.6,6.7,7.1,5.9,7.8,5.3,6.2,7.1,7.0,7.1
50,Egypt,random_trade,False,0.30550000000002975,3.6,2.1,2.6,3.5,3.1,3.3,2.3,3.7,3.3,2.8
51,Gallia,aggressive_trade,True,1034.7490000000012,7.7,8.0,5.2,6.4,7.4,6.3,5.8,6.5,7.5,6.2
52,Gallia,aggressive_trade,True,1225.64175,5.9,6.3,7.6,7.1,6.7,6.3,6.6,7.2,7.4,7.1
53,Gallia,random_trade,False,0.3077500000000132,4.0,3.1,2.9,2.9,2.7,2.6,2.6,1.3,3.6,3.5
54,Gallia,random_trade,False,0.33825000000006156,3.2,3.4,3.2,3.7,3.8,3.2,1.9,2.6,3.6,3.2
55,Gallia,random_trade,False,0.24850000000000402,3.9,2.8,2.9,3.3,2.1,2.9,2.6,4.4,2.6,3.8
56,Gallia,aggressive_trade,True,1631.9054999999994,7.6,6.8,7.2,6.4,6.9,5.8,6.7,6.3,7.3,8.0
57,Gallia,random_trade,False,0.26450000000002644,3.5,3.2,2.5,3.7,4.0,2.9,2.5,3.0,3.4,2.0
58,Gallia,conservative_trade,False,0.16124999999998596,2.1,2.4,1.6,1.6,1.3,1.3,1.3,1.7,1.3,2.1
59,Gallia,random_trade,False,0.31125000000009223,3.0,4.0,2.9,3.7,2.9,3.1,3.0,2.8,2.6,3.4
60,Gallia,conservative_trade,False,0.1585000000000089,2.2,1.1,1.5,1.5,2.0,2.5,1.4,2.2,1.5,1.6
61,Iberian Peninsula,aggressive_trade,True,1847.090499999999,6.2,6.7,5.9,7.3,6.9,7.7,5.9,8.2,9.1,5.3
62,Iberian Peninsula,conservative_trade,False,0.16049999999996206,1.8,1.4,1.9,1.1,1.7,1.6,1.5,2.0,1.9,2.2
63,Iberian Peninsula,random_trade,False,0.34575000000003114,3.0,3.4,3.4,3.9,2.8,3.5,2.7,2.4,2.9,2.5
64,Iberian Peninsula,random_trade,False,0.29300000000004445,3.1,2.6,2.7,3.9,2.6,3.4,2.9,3.7,4.5,2.8
65,Iberian Peninsula,aggressive_trade,True,1749.02425,6.2,6.0,7.2,7.2,7.1,6.8,7.0,6.9,7.1,7.2
66,Iberian Peninsula,random_trade,False,0.32324999999996784,4.2,3.8,2.2,4.3,2.5,3.6,3.4,3.2,2.9,2.8
67,Iberian Peninsula,aggressive_trade,True,1881.3032500000002,8.3,6.5,8.5,6.7,6.2,7.1,5.8,7.4,6.7,7.7
68,Iberian Peninsula,random_trade,False,0.3600000000000231,3.1,2.5,2.9,3.9,2.2,3.2,3.4,4.1,2.2,3.1
69,Iberian Peninsula,random_trade,False,0.27550000000008046,3.1,2.8,3.6,3.4,4.1,3.1,1.4,3.0,4.4,3.1
70,Iberian Peninsula,aggressive_trade,True,2110.3092499999984,7.2,6.3,6.9,7.1,8.9,6.7,8.1,5.9,6.9,6.4
71,Italy,random_trade,False,0.25525000000003206,2.7,2.9,3.7,3.4,3.0,2.9,3.3,4.3,3.1,3.3
72,Italy,aggressive_trade,True,2049.564749999998,7.5,7.1,6.6,8.1,6.6,6.4,5.5,6.9,8.1,8.3
73,Italy,conservative_trade,False,0.16525000000003073,1.5,1.7,1.9,1.6,1.5,1.6,2.3,2.0,1.2,1.7
74,Italy,aggressive_trade,True,1880.00175,5.3,6.5,7.1,7.3,7.3,7.3,7.9,8.1,5.9,7.4
75,Italy,aggressive_trade,True,2219.030249999997,7.3,8.4,6.8,7.3,7.1,7.0,8.1,7.3,5.5,5.7
76,Italy,conservative_trade,False,0.1782500000000098,2.4,1.6,2.4,1.3,1.4,1.1,2.3,2.1,2.2,2.2
77,Italy,aggressive_trade,True,2661.908999999999,6.4,8.5,7.5,7.1,6.6,7.1,7.4,7.9,7.2,7.1
78,Italy,random_trade,False,0.33350000000005103,2.6,3.9,2.5,3.9,2.7,3.5,3.1,2.7,2.7,4.0
79,Italy,conservative_trade,False,0.12000000000004225,1.8,1.6,1.8,1.2,1.3,2.3,2.1,1.7,1.7,1.6
80,Italy,aggressive_trade,True,2443.4062499999986,8.2,7.4,8.3,5.6,8.3,6.4,6.8,7.1,7.7,6.6
81,North Africa,aggressive_trade,True,2014.0839999999996,6.0,7.9,6.9,6.1,7.1,6.9,6.7,7.3,7.4,8.4
82,North Africa,aggressive_trade,True,2993.328999999999,6.8,7.0,6.8,6.7,6.9,7.0,8.9,7.2,8.0,7.8
83,North Africa,random_trade,False,0.40950000000009396,3.0,3.4,3.4,3.1,2.5,3.4,2.9,3.1,3.5,3.3
84,North Africa,aggressive_trade,True,2831.897249999999,8.1,7.4,6.6,8.3,6.5,7.9,7.0,7.4,7.5,6.6
85,North Africa,aggressive_trade,True,2324.7922499999986,5.9,8.6,7.8,6.9,6.8,8.1,8.3,6.8,7.7,6.6
86,North Africa,aggressive_trade,True,3016.5579999999977,9.1,6.9,5.9,8.8,7.4,5.8,6.3,9.6,7.3,7.3
87,North Africa,conservative_trade,False,0.193250000000022,1.8,1.0,1.3,2.3,1.9,2.2,1.6,1.7,1.8,2.1
88,North Africa,conservative_trade,False,0.17175000000001828,2.7,2.0,1.6,1.8,1.9,1.4,1.9,1.5,1.8,0.7
89,North Africa,conservative_trade,False,0.11399999999997841,1.8,3.0,0.7,2.3,1.7,1.1,2.0,1.7,1.6,1.8
90,North Africa,random_trade,False,0.29050000000000664,3.5,2.5,3.8,4.9,2.5,3.8,3.9,3.9,3.3,2.7
91,Tarraconensis,random_trade,False,0.3512500000000736,3.1,4.6,4.6,2.9,2.7,3.7,3.6,3.6,3.8,2.0
92,Tarraconensis,aggressive_trade,True,2184.1089999999995,7.6,7.0,6.2,8.6,6.7,6.6,9.1,8.2,6.1,7.6
93,Tarraconensis,conservative_trade,False,0.20100000000001286,2.3,2.4,1.5,1.6,2.2,1.2,1.2,2.2,2.2,2.3
94,Tarraconensis,random_trade,False,0.19125000000001505,3.7,4.3,4.5,3.3,2.8,3.0,3.4,4.3,3.0,4.4
95,Tarraconensis,random_trade,False,0.3835000000000101,3.8,3.0,3.4,4.2,4.1,3.5,3.1,3.3,3.9,3.8
96,Tarraconensis,random_trade,False,0.42000000000003174,3.7,3.7,4.0,4.3,4.2,4.2,3.1,4.5,2.8,4.8
97,Tarraconensis,conservative_trade,False,0.14425000000000837,2.5,2.3,1.7,2.2,1.7,2.6,1.5,1.6,1.7,1.0
98,Tarraconensis,conservative_trade,False,0.20949999999999652,2.3,1.5,1.9,1.7,1.6,1.6,1.8,2.2,2.6,1.6
99,Tarraconensis,conservative_trade,False,0.18625000000000355,1.4,1.8,1.7,2.8,1.0,1.6,1.5,2.3,2.8,1.9
100,Tarraconensis,random_trade,False,0.2985000000000434,3.9,3.8,3.9,4.6,3.8,3.2,3.6,3.2,3.8,3.2
